"","Year_Birth","Education","Kidhome","Teenhome","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Complain","Response"
"775",1959,"Graduation",0,1,87,197,107,227,7,59,131,3,5,2,11,4,0,0,0,0,0,0,0
"776",1973,"Graduation",0,0,35,693,21,925,31,24,84,1,6,7,9,2,0,0,1,1,0,0,1
"777",1973,"Graduation",1,0,47,43,2,27,0,9,12,3,3,0,4,7,0,0,0,0,0,0,0
"778",1974,"PhD",1,0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,1
"779",1980,"Graduation",1,0,46,186,36,234,86,72,48,6,10,2,6,9,0,0,0,0,0,0,0
"780",1988,"Graduation",0,0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0
"781",1968,"PhD",2,1,37,59,0,11,4,2,5,4,3,0,4,7,0,0,0,0,0,0,0
"782",1988,"2n Cycle",1,0,8,16,5,30,8,7,26,3,3,0,4,8,0,0,0,0,0,1,0
"783",1971,"Master",0,0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0
"784",1962,"Graduation",0,0,2,318,8,407,150,35,8,1,2,8,13,0,0,0,0,0,0,0,0
"785",1965,"Master",2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0
"786",1960,"2n Cycle",1,1,55,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,0,0
"787",1965,"Graduation",0,0,20,2,1,1,1,0,1,0,0,0,0,14,0,0,0,0,0,0,0
"788",1978,"Graduation",0,1,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0
"789",1950,"Graduation",0,0,17,674,168,108,192,42,231,1,5,11,6,3,0,0,1,1,0,0,1
"790",1974,"PhD",0,1,43,284,3,84,4,7,23,2,4,2,8,4,0,0,0,0,0,0,0
"791",1978,"PhD",0,0,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,0,0,0,0,0
"792",1969,"Graduation",0,0,46,1394,22,708,89,91,182,1,9,7,9,5,1,0,1,1,0,0,1
"793",1976,"2n Cycle",0,0,65,311,26,640,180,37,121,1,4,9,13,2,0,0,0,0,0,0,0
"794",1956,"PhD",1,1,1,27,0,12,0,1,5,2,2,0,3,5,0,0,0,0,0,0,0
"795",1954,"Graduation",0,0,6,1296,17,311,45,69,51,1,2,4,10,1,0,1,1,1,1,0,1
"796",1972,"2n Cycle",1,0,32,3,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0,0,0
"797",1981,"Master",1,0,34,393,5,136,7,5,27,5,10,1,6,9,1,0,0,0,0,0,0
"798",1989,"Graduation",1,0,70,218,63,282,137,35,70,4,5,3,12,4,0,0,0,0,0,0,0
"799",1954,"Graduation",1,1,49,66,0,16,0,6,20,2,1,1,4,3,0,0,0,0,0,0,0
"800",1995,"Graduation",0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0
"801",1978,"Graduation",0,0,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,0
"802",1957,"Graduation",1,1,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0
"803",1973,"Graduation",1,0,7,384,25,292,130,41,64,3,8,8,6,6,1,0,0,0,0,0,0
"804",1956,"Graduation",0,1,34,244,8,32,7,2,50,4,3,1,8,4,0,0,0,0,0,0,0
"805",1956,"PhD",0,1,38,158,19,288,25,0,38,1,6,4,9,7,0,1,1,0,0,0,1
"806",1981,"2n Cycle",1,1,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,0,1
"807",1987,"Graduation",1,0,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,0
"808",1954,"PhD",0,1,50,223,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0,0,0
"809",1954,"Graduation",0,1,46,157,43,127,68,56,37,6,3,8,4,4,1,0,0,0,0,0,1
"810",1953,"Master",0,1,96,397,46,288,20,38,70,2,6,5,10,3,0,0,0,0,0,0,0
"811",1952,"Graduation",0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0
"812",1968,"Graduation",1,1,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,0
"813",1963,"PhD",1,1,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0
"814",1979,"Graduation",0,1,30,1230,0,396,232,178,158,1,10,2,8,5,0,1,1,1,0,0,0
"815",1976,"PhD",0,1,63,81,1,31,2,1,0,1,1,1,5,2,0,0,0,0,0,0,0
"816",1978,"Graduation",1,0,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,0
"817",1968,"Master",0,1,14,63,0,21,7,0,12,1,3,0,3,8,0,0,0,0,0,0,0
"818",1971,"Master",1,1,20,30,0,11,0,0,3,3,2,0,4,5,0,0,0,0,0,0,0
"819",1965,"2n Cycle",0,0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,0
"820",1973,"Graduation",1,0,1,13,3,6,6,5,6,1,1,0,3,8,0,0,0,0,0,0,0
"821",1976,"Graduation",0,0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0
"822",1953,"PhD",1,2,81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,0,1
"823",1966,"Master",0,1,51,61,0,3,0,0,7,1,1,1,3,5,0,0,0,0,0,0,0
"824",1978,"Graduation",1,0,79,4,9,16,17,0,12,2,2,1,2,8,0,0,0,0,0,0,0
"825",1967,"PhD",0,1,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,0
"826",1978,"Graduation",1,0,54,19,8,29,0,12,26,1,2,2,2,7,1,0,0,0,0,0,1
"827",1987,"Basic",1,0,93,4,8,11,19,12,26,2,2,1,2,9,0,0,0,0,0,0,0
"828",1958,"PhD",0,1,0,18,0,2,0,0,2,1,1,0,3,4,0,0,0,0,0,0,0
"829",1964,"2n Cycle",0,1,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,0
"830",1971,"Graduation",0,0,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,0,1
"831",1971,"Graduation",0,0,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,0,1
"832",1977,"2n Cycle",1,0,99,5,10,13,3,8,16,1,1,0,3,8,0,0,0,0,0,0,0
"833",1973,"Graduation",0,0,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,0
"834",1980,"Graduation",0,0,65,39,33,130,41,26,44,2,5,1,5,8,0,0,0,0,0,0,0
"835",1958,"PhD",1,1,44,26,1,16,2,2,15,4,3,0,4,4,0,0,0,0,0,0,0
"836",1972,"Master",1,1,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0
"837",1953,"Graduation",0,1,95,359,0,134,13,26,123,4,6,3,8,5,0,0,0,0,0,0,0
"838",1959,"Graduation",0,1,70,403,24,29,6,24,218,2,5,5,6,3,1,0,0,0,0,0,0
"839",1954,"Graduation",1,1,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,1,0
"840",1991,"Graduation",0,0,62,73,18,66,7,12,2,15,0,1,0,19,0,0,0,0,0,0,0
"841",1962,"Graduation",0,0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,0
"842",1986,"Graduation",1,0,2,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,0,1
"843",1965,"Master",0,1,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,0
"844",1966,"Master",0,1,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,0
"845",1960,"PhD",0,1,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,0
"846",1966,"Graduation",0,1,98,538,13,91,17,6,26,6,6,2,11,5,0,1,0,0,0,0,0
"847",1966,"PhD",1,1,16,8,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,0
"848",1949,"PhD",0,0,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,0
"849",1970,"2n Cycle",1,1,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,0,1
"850",1983,"Master",1,0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0
"851",1985,"Graduation",0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0
"852",1974,"Graduation",0,1,98,192,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0,0
"853",1952,"Graduation",0,0,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,0
"854",1987,"Graduation",0,0,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,0
"855",1949,"Master",1,1,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,0
"856",1958,"Graduation",0,2,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,0
"857",1987,"PhD",0,0,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,1
"858",1964,"PhD",0,1,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0
"859",1961,"Graduation",1,1,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,0
"860",1992,"Graduation",0,0,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,1
"861",1956,"Graduation",0,0,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,0
"862",1978,"Graduation",0,0,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,0
"863",1971,"PhD",1,0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0
"864",1966,"Graduation",0,1,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0
"865",1961,"Graduation",0,0,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,0
"866",1981,"PhD",0,0,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0
"867",1976,"2n Cycle",1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0
"868",1968,"Master",1,0,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,0
"869",1978,"PhD",1,0,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,0
"870",1965,"Graduation",0,0,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,0
"871",1971,"Graduation",1,0,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,1
"872",1956,"Graduation",0,0,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,1
"873",1982,"Graduation",1,0,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0
"874",1970,"Master",0,0,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,1
"875",1983,"Graduation",1,0,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,0
"876",1958,"PhD",0,0,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,1
"877",1974,"PhD",1,0,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,0
"878",1959,"Graduation",0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0
"879",1972,"PhD",1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,0
"880",1979,"Graduation",0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0
"881",1958,"Graduation",0,1,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0
"882",1986,"2n Cycle",0,0,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,0
"883",1982,"Master",1,0,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0
"884",1979,"2n Cycle",0,1,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0
"885",1986,"Graduation",1,0,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,0
"886",1972,"Graduation",1,0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0
"887",1960,"PhD",0,0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0
"888",1952,"PhD",0,1,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0
"889",1970,"2n Cycle",0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0
"890",1974,"2n Cycle",1,0,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0
"891",1965,"Graduation",1,1,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0
"892",1983,"2n Cycle",0,0,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1
"893",1973,"PhD",1,1,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0
"894",1984,"PhD",1,0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0
"895",1983,"Master",0,0,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1
"896",1966,"Basic",0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0
"897",1978,"2n Cycle",0,1,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0
"898",1968,"Graduation",0,1,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0
"899",1979,"PhD",1,0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0
"900",1973,"Master",1,1,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0
"901",1979,"Graduation",1,0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0
"902",1954,"Graduation",0,1,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0
"903",1966,"Graduation",1,1,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0
"904",1985,"Basic",0,0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0
"905",1952,"2n Cycle",0,0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1
"906",1951,"Master",0,1,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0
"907",1967,"Graduation",1,1,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0
"908",1978,"Graduation",1,0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0
"909",1976,"Graduation",0,1,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0
"910",1985,"Graduation",0,0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1
"911",1968,"PhD",1,1,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0
"912",1962,"PhD",0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1
"913",1989,"Master",0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0
"914",1961,"Graduation",0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0
"915",1953,"Master",0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0
"916",1989,"Graduation",1,0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0
"917",1962,"PhD",0,1,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0
"918",1945,"Graduation",0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0
"919",1974,"Master",1,0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0
"920",1981,"Graduation",1,0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1
"921",1956,"Graduation",1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0
"922",1943,"PhD",0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0
"923",1964,"Graduation",0,1,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0
"924",1979,"Graduation",0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0
"925",1974,"Graduation",0,0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1
"926",1960,"Master",0,1,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0
"927",1963,"PhD",1,1,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0
"928",1974,"Graduation",0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0
"929",1961,"Graduation",0,0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0
"930",1951,"Graduation",0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0
"931",1965,"Graduation",0,1,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0
"932",1956,"Graduation",1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0
"933",1965,"Graduation",0,1,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0
"934",1972,"Graduation",0,1,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0
"935",1968,"2n Cycle",0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0
"936",1968,"Graduation",1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0
"937",1948,"Graduation",0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0
"938",1969,"Graduation",0,0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0
"939",1990,"PhD",0,0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0
"940",1957,"Master",1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0
"941",1979,"Basic",1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0
"942",1960,"Master",0,1,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0
"943",1952,"Master",1,1,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0
"944",1981,"Graduation",0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0
"945",1981,"Graduation",1,1,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0
"946",1991,"Master",0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0
"947",1957,"Graduation",0,1,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0
"948",1961,"PhD",0,1,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1
"949",1958,"Basic",1,1,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0
"950",1971,"Graduation",1,0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0
"951",1985,"Graduation",1,0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0
"952",1965,"Graduation",1,1,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0
"953",1962,"PhD",0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0
"954",1974,"2n Cycle",0,2,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0
"955",1970,"Master",0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1
"956",1969,"Master",0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1
"957",1960,"Graduation",0,1,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0
"958",1952,"Graduation",0,1,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0
"959",1969,"Master",1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0
"960",1968,"Master",0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0
"961",1965,"2n Cycle",0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0
"962",1969,"Master",1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0
"963",1972,"PhD",0,0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0
"964",1977,"Graduation",1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0
"965",1958,"Master",0,1,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0
"966",1957,"Master",0,0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0
"967",1956,"Master",0,1,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0
"968",1965,"PhD",0,0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0
"969",1990,"Graduation",0,0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0
"970",1965,"Graduation",0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0
"971",1957,"Graduation",0,1,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0
"972",1955,"Graduation",0,1,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0
"973",1972,"Graduation",0,1,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0
"974",1969,"Graduation",0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0
"975",1972,"Graduation",1,1,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0
"976",1965,"Graduation",0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0
"977",1963,"PhD",1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0
"978",1991,"PhD",0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0
"979",1963,"Graduation",0,1,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0
"980",1986,"Basic",1,0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0
"981",1973,"Graduation",1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0
"982",1957,"2n Cycle",0,0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0
"983",1981,"Graduation",1,1,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0
"984",1958,"PhD",1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0
"985",1959,"PhD",0,1,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0
"986",1986,"Graduation",1,0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1
"987",1975,"Master",0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0
"988",1955,"Master",1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0
"989",1971,"Graduation",1,1,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0
"990",1986,"PhD",1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0
"991",1978,"Graduation",0,1,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0
"992",1983,"Graduation",1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0
"993",1976,"PhD",1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0
"994",1971,"Graduation",1,0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0
"995",1956,"Master",0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0
"996",1989,"Graduation",1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0
"997",1952,"Graduation",1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0
"998",1984,"Basic",1,0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0
"999",1967,"PhD",2,1,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0
"1000",1962,"Graduation",0,1,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0
"1001",1947,"Master",0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0
"1002",1978,"PhD",1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0
"1003",1971,"Graduation",0,0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0
"1004",1968,"Graduation",1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0
"1005",1973,"PhD",1,0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0
"1006",1975,"Graduation",0,1,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0
"1007",1952,"Graduation",0,2,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0
"1008",1967,"PhD",0,1,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1
"1009",1972,"Graduation",0,1,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0
"1010",1963,"Graduation",0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0
"1011",1955,"2n Cycle",0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1
"1012",1975,"Graduation",0,1,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0
"1013",1969,"Graduation",0,0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0
"1014",1973,"PhD",1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0
"1015",1983,"PhD",0,0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1
"1016",1960,"Graduation",1,1,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0
"1017",1952,"Graduation",1,1,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1
"1018",1975,"Graduation",0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1
"1019",1958,"2n Cycle",0,0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0
"1020",1963,"Master",0,1,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0
"1021",1966,"Master",1,1,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0
"1022",1968,"Master",1,0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0
"1023",1975,"Master",1,0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0
"1024",1964,"Graduation",1,2,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0
"1025",1978,"Graduation",0,0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0
"1026",1975,"Graduation",0,1,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0
"1027",1983,"Graduation",0,0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1
"1028",1951,"Master",0,0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0
"1029",1951,"Basic",0,0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0
"1030",1970,"Graduation",1,0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0
